id_left,title_left,manufacturer_left,price_left,id_right,title_right,manufacturer_right,price_right,guid,label
13,spy sweeper spanish,webroot software,29.95,1966,webroot software inc 31250 spy sweeper spanish,,24.81,train-13-1966,1
13,spy sweeper spanish,webroot software,29.95,2425,webroot software 65210 spy sweeper 3 pc,webroot software,31.99,train-13-2425,0
13,spy sweeper spanish,webroot software,29.95,2289,webroot software 65210 spy sweeper 3 pc,webroot software,31.99,train-13-2289,0
13,spy sweeper spanish,webroot software,29.95,1362,webroot software 65210 spy sweeper 3 pc,webroot software,31.99,train-13-1362,0
13,spy sweeper spanish,webroot software,29.95,767,webroot software 65210 spy sweeper 3 pc,webroot software,31.99,train-13-767,0
13,spy sweeper spanish,webroot software,29.95,3082,webroot ( r ) spy sweeper ( tm ) 2006,,29.99,train-13-3082,0
13,spy sweeper spanish,webroot software,29.95,1420,webroot software inc 66410 spy sweeper ( small box ) ( win 98 me 2000 xp ),,25.97,train-13-1420,0
13,spy sweeper spanish,webroot software,29.95,3035,webroot software inc 66210 spy sweeper ( mass merchant ) ( win 98 me 2000 xp ),,25.97,train-13-3035,0
15,omnioutliner professional 3.0,csdc,69.95,1970,omnioutliner professional 3.0 for mac,,69.99,train-15-1970,1
15,omnioutliner professional 3.0,csdc,69.95,2623,csdc ntx-2003-01r notetaker for os x v1 .5 aquaminds software,csdc,59.99,train-15-2623,0
15,omnioutliner professional 3.0,csdc,69.95,2839,adobe flash cs3 professional ( mac ),,699.0,train-15-2839,0
15,omnioutliner professional 3.0,csdc,69.95,2811,apple appleworks 6.2.9 ( mac ),,79.99,train-15-2811,0
15,omnioutliner professional 3.0,csdc,69.95,1625,csdc x3mac x3 : reunion virtual programming ltd. mac 10.4 or later ub,csdc,42.6,train-15-1625,0
15,omnioutliner professional 3.0,csdc,69.95,1107,csdc iremember digital scrapbooking 2.0,,35.99,train-15-1107,0
15,omnioutliner professional 3.0,csdc,69.95,995,apple iwork '06,,79.99,train-15-995,0
15,omnioutliner professional 3.0,csdc,69.95,929,appleworks 6.2 for mac,,75.99,train-15-929,0
15,omnioutliner professional 3.0,csdc,69.95,984,adobe indesign cs3 for mac academic,,192.99,train-15-984,0
15,omnioutliner professional 3.0,csdc,69.95,496,csdc namo webeditor suite 2006,,83.92,train-15-496,0
17,upg sgms 1000 incremental node,sonic-systems-inc .,,1984,sonicwall gms 1000n-incremental lic upg,sonic-systems-inc .,62920.89,train-17-1984,0
17,upg sgms 1000 incremental node,sonic-systems-inc .,,1985,sonicwall gms 1000 upgrade,,63074.12,train-17-1985,1
17,upg sgms 1000 incremental node,sonic-systems-inc .,,1892,01-ssc-3363 sonicwall global management system standard edition license 10 nodes win,,1835.31,train-17-1892,0
17,upg sgms 1000 incremental node,sonic-systems-inc .,,1991,01-ssc-3377 sonicwall comprehensive gms 24x7 support sonicwall gms standard edition licens,,60374.4,train-17-1991,0
17,upg sgms 1000 incremental node,sonic-systems-inc .,,2450,sonicwall comprehensive gateway security for tz 150 series 25 node sonicwall -,,107.01,train-17-2450,0
17,upg sgms 1000 incremental node,sonic-systems-inc .,,139,01-ssc-6011 sonicwall update service for sonicwall content security manager 2100 cf mainte,,5781.25,train-17-139,0
17,upg sgms 1000 incremental node,sonic-systems-inc .,,1740,master server-upg,,174.99,train-17-1740,0
17,upg sgms 1000 incremental node,sonic-systems-inc .,,1682,watchguard wg017091 fb x 3 port & high avail upg,,135.34,train-17-1682,0
17,upg sgms 1000 incremental node,sonic-systems-inc .,,95,wg4110 watchguard vpn manager upgrade package 10 nodes cd win english,,1235.07,train-17-95,0
17,upg sgms 1000 incremental node,sonic-systems-inc .,,1999,sonicwall 01-ssc-6997 3yr snwl client/server anti-virus 1000u sonicwall client/server anti-virus suite subscription license 3 years 1000 users 0758479069973,,58683.36,train-17-1999,0
20,millie 's math house ages 3-7 ( win/mac ),ibm - ( aap-misc-parts ),,1241,millies math house,ibm - ( aap-misc-parts ),9.9,train-20-1241,1
20,millie 's math house ages 3-7 ( win/mac ),ibm - ( aap-misc-parts ),,3,math missions : the amazing arcade adventure ( grades 3-5 ),,12.95,train-20-3,0
20,millie 's math house ages 3-7 ( win/mac ),ibm - ( aap-misc-parts ),,3113,math missions : the race to spectacle city arcade ( grades k-2 ),,8.49,train-20-3113,0
20,millie 's math house ages 3-7 ( win/mac ),ibm - ( aap-misc-parts ),,780,topics entertainment 80796 topics math success 2007 deluxe for windows educational software pc,,33.97,train-20-780,0
20,millie 's math house ages 3-7 ( win/mac ),ibm - ( aap-misc-parts ),,2908,weekly reader mastering elementary & middle school math ( pc/mac ) fogware,,19.99,train-20-2908,0
20,millie 's math house ages 3-7 ( win/mac ),ibm - ( aap-misc-parts ),,3062,math learning system 2007,,15.95,train-20-3062,0
20,millie 's math house ages 3-7 ( win/mac ),ibm - ( aap-misc-parts ),,3189,math success ( tm ) deluxe 2007,,49.99,train-20-3189,0
20,millie 's math house ages 3-7 ( win/mac ),ibm - ( aap-misc-parts ),,2931,encore software 10538 adventure workshop preschool 7 by the learning company,,17.97,train-20-2931,0
20,millie 's math house ages 3-7 ( win/mac ),ibm - ( aap-misc-parts ),,549,school zone interactive multiplication & division 3-4 on track software,,9.45,train-20-549,0
20,millie 's math house ages 3-7 ( win/mac ),ibm - ( aap-misc-parts ),,2328,kutoka interactive 61208 mias math adventure ( just in time ) ( win 95 98 me 2000 xp/mac 8.6-9.x ( classic ) x v10 .1 or higher ),,18.97,train-20-2328,0
26,adobe premiere pro cs3 upgrade,adobe,299.0,372,adobe premiere pro cs3 upgrade,,308.99,train-26-372,1
26,adobe premiere pro cs3 upgrade,adobe,299.0,3032,premiere pro cs3 mac upgrade,,320.25,train-26-3032,1
26,adobe premiere pro cs3 upgrade,adobe,299.0,426,adobe cs3 production premium upgrade,,822.99,train-26-426,0
26,adobe premiere pro cs3 upgrade,adobe,299.0,190,adobe premiere pro cs3,,825.99,train-26-190,0
26,adobe premiere pro cs3 upgrade,adobe,299.0,216,adobe premiere pro cs3 academic,,339.99,train-26-216,0
26,adobe premiere pro cs3 upgrade,adobe,299.0,531,adobe cs3 web premium upgrade,,517.99,train-26-531,0
26,adobe premiere pro cs3 upgrade,adobe,299.0,893,adobe cs3 design premium upgrade,,619.99,train-26-893,0
26,adobe premiere pro cs3 upgrade,adobe,299.0,798,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for macintosh,,723.95,train-26-798,0
26,adobe premiere pro cs3 upgrade,adobe,299.0,257,adobe cs3 after effects upgrade,,306.99,train-26-257,0
26,adobe premiere pro cs3 upgrade,adobe,299.0,800,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for windows,,723.95,train-26-800,0
27,i copy dvds 2 professional edition,me-too-software,69.99,1447,i copydvds 2 professional edition,me-too-software,27.9,train-27-1447,1
27,i copy dvds 2 professional edition,me-too-software,69.99,2210,me too software 800001 i copy dvds 2 ( win 98 me 2000 xp ),me-too-software,43.97,train-27-2210,0
27,i copy dvds 2 professional edition,me-too-software,69.99,396,me too software i transfer dvds 2 ipod,me-too-software,29.99,train-27-396,0
27,i copy dvds 2 professional edition,me-too-software,69.99,2389,corel intervideo dvd copy 5 express software for windows authoring software,,29.95,train-27-2389,0
27,i copy dvds 2 professional edition,me-too-software,69.99,2384,corel intervideo dvd copy 5 platinum software for windows authoring software,,49.95,train-27-2384,0
27,i copy dvds 2 professional edition,me-too-software,69.99,2123,i copy dvds 2 ultra edition,,29.9,train-27-2123,0
27,i copy dvds 2 professional edition,me-too-software,69.99,3031,transfer my dvd avanquest usa,,29.95,train-27-3031,0
27,i copy dvds 2 professional edition,me-too-software,69.99,2148,vitec multimedia dvd toolbox-2 toolbox2 software authoring software,,394.95,train-27-2148,0
27,i copy dvds 2 professional edition,me-too-software,69.99,1173,ulead ( r ) dvd moviefactory ( r ) 5,,49.99,train-27-1173,0
27,i copy dvds 2 professional edition,me-too-software,69.99,3158,vhs to dvd 3.0 deluxe,,99.99,train-27-3158,0
28,gen-x media made easy vol . 3,gen-x,49.95,2000,media made easy volume 3,,24.9,train-28-2000,1
28,gen-x media made easy vol . 3,gen-x,49.95,1607,emedia eg03014 bass method os x,emedia,53.99,train-28-1607,0
28,gen-x media made easy vol . 3,gen-x,49.95,3195,roxio ( r ) easy media creator ( r ) 9 suite,,99.99,train-28-3195,0
28,gen-x media made easy vol . 3,gen-x,49.95,2152,media 100 cinestream editing & streaming software consumer video editing software,,49.95,train-28-2152,0
28,gen-x media made easy vol . 3,gen-x,49.95,2379,roxio easy media creator 9 suite software for windows authoring software,,98.95,train-28-2379,0
28,gen-x media made easy vol . 3,gen-x,49.95,3174,socrates media contractors library software,,43.99,train-28-3174,0
28,gen-x media made easy vol . 3,gen-x,49.95,925,git 40 years of marvel x-men dvd-rom,,42.99,train-28-925,0
28,gen-x media made easy vol . 3,gen-x,49.95,2809,ejay dj mix station 3 digital leisure,,29.99,train-28-2809,0
28,gen-x media made easy vol . 3,gen-x,49.95,563,iview mediapro 2.6 media management,,155.99,train-28-563,0
28,gen-x media made easy vol . 3,gen-x,49.95,1160,roxio ( r ) popcorn ( tm ) 2,,49.99,train-28-1160,0
29,family tree maker 11.2 collector 's edition,encore,109.95,2002,family tree maker 11 collector 's edition,,34.9,train-29-2002,1
29,family tree maker 11.2 collector 's edition,encore,109.95,3207,family tree maker 16 collectors edition,,99.99,train-29-3207,0
29,family tree maker 11.2 collector 's edition,encore,109.95,251,encore inc family tree maker version 16 collectors edition,,85.07,train-29-251,0
29,family tree maker 11.2 collector 's edition,encore,109.95,2095,encore software 10861 family tree maker version 16 collectors edition sb cs,,81.97,train-29-2095,0
29,family tree maker 11.2 collector 's edition,encore,109.95,1127,family tree maker premium 11.2,,99.97,train-29-1127,0
29,family tree maker 11.2 collector 's edition,encore,109.95,3050,encore software 10891 family tree maker version 16 essential sb cs,,25.97,train-29-3050,0
29,family tree maker 11.2 collector 's edition,encore,109.95,3139,family tree maker deluxe 11.2,,69.97,train-29-3139,0
29,family tree maker 11.2 collector 's edition,encore,109.95,2019,encore software 10871 family tree maker version 16 deluxe sb cs by family tree maker,,57.97,train-29-2019,0
29,family tree maker 11.2 collector 's edition,encore,109.95,2932,encore software 10881 family tree maker version 16 standard sb cs by family tree maker,,42.97,train-29-2932,0
29,family tree maker 11.2 collector 's edition,encore,109.95,279,encore inc family tree maker v 16 essentials,,25.75,train-29-279,0
30,adobe fireworks cs3 [ mac ],adobe,299.0,428,adobe fireworks cs3,,309.99,train-30-428,1
30,adobe fireworks cs3 [ mac ],adobe,299.0,735,38039926 adobe fireworks cs3 complete package 1 user cd mac universal english,,322.08,train-30-735,0
30,adobe fireworks cs3 [ mac ],adobe,299.0,986,adobe photoshop cs3 for mac,,609.99,train-30-986,0
30,adobe fireworks cs3 [ mac ],adobe,299.0,465,adobe illustrator cs3 for mac,,619.99,train-30-465,0
30,adobe fireworks cs3 [ mac ],adobe,299.0,568,adobe fireworks cs3 academic,,99.99,train-30-568,0
30,adobe fireworks cs3 [ mac ],adobe,299.0,2839,adobe flash cs3 professional ( mac ),,699.0,train-30-2839,0
30,adobe fireworks cs3 [ mac ],adobe,299.0,263,adobe photoshop cs3 extended for mac,,935.99,train-30-263,0
30,adobe fireworks cs3 [ mac ],adobe,299.0,358,adobe illustrator cs3 for mac academic,adobe-education-box,199.99,train-30-358,0
30,adobe fireworks cs3 [ mac ],adobe,299.0,331,adobe indesign cs3 for mac,,725.99,train-30-331,0
30,adobe fireworks cs3 [ mac ],adobe,299.0,2860,adobe illustrator cs3 ( mac ),,599.0,train-30-2860,0
31,dinosaurs,topics entertainment,19.99,2006,topics presents : dinosaurs,,12.9,train-31-2006,1
31,dinosaurs,topics entertainment,19.99,2983,encyclopedia britannica profiles : dinosaurs !,,8.95,train-31-2983,0
31,dinosaurs,topics entertainment,19.99,380,i spy mystery by topics entertainment,,23.99,train-31-380,0
31,dinosaurs,topics entertainment,19.99,1692,topics entertainment topics entertainment play electric guitar deluxe windows,,39.9,train-31-1692,0
31,dinosaurs,topics entertainment,19.99,2856,fun for kids featuring disney preschool to kindergarten topics,,29.99,train-31-2856,0
31,dinosaurs,topics entertainment,19.99,2846,scholastic brain play preschool to 1st grade topics,,19.99,train-31-2846,0
31,dinosaurs,topics entertainment,19.99,3048,instant immersion italian 2.0,topics entertainment,20.99,train-31-3048,0
31,dinosaurs,topics entertainment,19.99,598,topics entertainment phonics success essentials,,17.55,train-31-598,0
31,dinosaurs,topics entertainment,19.99,441,topics entertainment learn2 training for microsoft excel,topics-entertainment-software - ( consignment ),6.56,train-31-441,0
31,dinosaurs,topics entertainment,19.99,2855,national geographic photo gallery topics,,9.95,train-31-2855,0
37,my first bible stories,dorling-kindersley-multimedia - ( dk ),29.95,2031,my first bible stories ( jc ),dorling-kindersley-multimedia - ( dk ),9.9,train-37-2031,1
37,my first bible stories,dorling-kindersley-multimedia - ( dk ),29.95,1881,the beginners bible : noah 's ark activity center : activity center,,9.95,train-37-1881,0
37,my first bible stories,dorling-kindersley-multimedia - ( dk ),29.95,1548,smart steps 4th grade ( jc ),dorling-kindersley-multimedia - ( dk ),11.95,train-37-1548,0
37,my first bible stories,dorling-kindersley-multimedia - ( dk ),29.95,3051,mother goose interactive storybook,,8.95,train-37-3051,0
37,my first bible stories,dorling-kindersley-multimedia - ( dk ),29.95,3216,findex.com quickverse bible study 2007 mobile deluxe,,24.99,train-37-3216,0
37,my first bible stories,dorling-kindersley-multimedia - ( dk ),29.95,2856,fun for kids featuring disney preschool to kindergarten topics,,29.99,train-37-2856,0
37,my first bible stories,dorling-kindersley-multimedia - ( dk ),29.95,815,tri synergy inc wisdom of the bible holy land edition,,16.01,train-37-815,0
37,my first bible stories,dorling-kindersley-multimedia - ( dk ),29.95,2982,reader rabbit kindergarten special 2-cd edition,,12.95,train-37-2982,0
37,my first bible stories,dorling-kindersley-multimedia - ( dk ),29.95,2834,books by you ( pc/mac ) knowledge adventure,,19.99,train-37-2834,0
37,my first bible stories,dorling-kindersley-multimedia - ( dk ),29.95,862,scholar 's library : logos bible software 3 on dvd-rom,,472.46,train-37-862,0
39,x-oom movie clone 3 gold,x-oom,,2052,xoom movie clone 3 gold,,22.9,train-39-2052,1
39,x-oom movie clone 3 gold,x-oom,,2029,x-oom internet movies 2,,22.9,train-39-2029,0
39,x-oom movie clone 3 gold,x-oom,,2610,filemover software utility,,21.1,train-39-2610,0
39,x-oom movie clone 3 gold,x-oom,,3198,xbox 360 : call of action 3 gold edition,,59.99,train-39-3198,0
39,x-oom movie clone 3 gold,x-oom,,420,digital leisure inc mad dog 2 : the lost gold,,15.27,train-39-420,0
39,x-oom movie clone 3 gold,x-oom,,556,feral interactive the movies,,47.99,train-39-556,0
39,x-oom movie clone 3 gold,x-oom,,3008,dvd moviefactory 6 plus,,77.32,train-39-3008,0
39,x-oom movie clone 3 gold,x-oom,,297,super collapse ! 3,,22.99,train-39-297,0
39,x-oom movie clone 3 gold,x-oom,,1322,shrek the third for pc,,19.99,train-39-1322,0
39,x-oom movie clone 3 gold,x-oom,,1205,xbox 360 : marvel ultimate alliance gold,,59.99,train-39-1205,0
40,the print shop 22 deluxe,encore,49.99,433,encore inc print shop 22 deluxe,,42.69,train-40-433,0
40,the print shop 22 deluxe,encore,49.99,2050,the printshop v22 deluxe,,29.9,train-40-2050,1
40,the print shop 22 deluxe,encore,49.99,1441,print shop deluxe 21,,44.9,train-40-1441,0
40,the print shop 22 deluxe,encore,49.99,2544,encore software 10741 the print shop 22 deluxe sb cs by the print shop,,42.97,train-40-2544,0
40,the print shop 22 deluxe,encore,49.99,456,encore inc print shop 22 pro publisher deluxe,,85.07,train-40-456,0
40,the print shop 22 deluxe,encore,49.99,2039,the printshop pro publisher v22 deluxe dvd-rom,,69.9,train-40-2039,0
40,the print shop 22 deluxe,encore,49.99,2283,encore software 10038 encore the print shop v. 21.0 deluxe print management pc,,41.97,train-40-2283,0
40,the print shop 22 deluxe,encore,49.99,1157,the print shop ( r ) 22,,29.99,train-40-1157,0
40,the print shop 22 deluxe,encore,49.99,2093,encore software 10691 the print shop 22 sb cs by the print shop,,25.97,train-40-2093,0
40,the print shop 22 deluxe,encore,49.99,2358,encore software 10033 encore the print shop v. 21.0 complete product print management 1 user ( s ) complete product standard pc,,25.97,train-40-2358,0
41,imsi turbocad designer v. 11,imsi,39.99,2043,imsi turbocad designer 11,,12.9,train-41-2043,1
41,imsi turbocad designer v. 11,imsi,39.99,851,imsi design llc turbocad mac 3d,,204.67,train-41-851,0
41,imsi turbocad designer v. 11,imsi,39.99,1128,turbocad ( r ) designer 2d/3d version 9.1,,29.99,train-41-1128,0
41,imsi turbocad designer v. 11,imsi,39.99,3177,turbosketch ( tm ) studio,,89.99,train-41-3177,0
41,imsi turbocad designer v. 11,imsi,39.99,2042,punch software 10603 concepts 3d cad design,,247.97,train-41-2042,0
41,imsi turbocad designer v. 11,imsi,39.99,1427,punch software 85100 punch!master landscape pro v10 and home design,,59.97,train-41-1427,0
41,imsi turbocad designer v. 11,imsi,39.99,792,punch software master landscape professional & home design v 10.0,,69.99,train-41-792,0
41,imsi turbocad designer v. 11,imsi,39.99,1040,punch software 35100 punch ! home design suite professional complete product architectural standard 1 user ( s ) complete product pc,,59.97,train-41-1040,0
41,imsi turbocad designer v. 11,imsi,39.99,562,encore inc 3d home architect landscape design deluxe v 9.0,,25.49,train-41-562,0
41,imsi turbocad designer v. 11,imsi,39.99,2920,punch software professional home design platinum version 10,,99.99,train-41-2920,0
42,lavasoft ad-aware plus edition,tri synergy,29.99,2068,lavasoft ad-aware plus edition,,24.9,train-42-2068,1
42,lavasoft ad-aware plus edition,tri synergy,29.99,2523,anti-spyware 3.0 win normal 1u new,,24.99,train-42-2523,0
42,lavasoft ad-aware plus edition,tri synergy,29.99,577,symantec norton anti-virus 2007 windows,,39.99,train-42-577,0
42,lavasoft ad-aware plus edition,tri synergy,29.99,1184,symantec ( tm ) norton 360 ( tm ),,79.99,train-42-1184,0
42,lavasoft ad-aware plus edition,tri synergy,29.99,2815,mcafee virusscan plus 2007 ( pc ),,39.99,train-42-2815,0
42,lavasoft ad-aware plus edition,tri synergy,29.99,3219,pc tools spyware doctor 2007,,29.99,train-42-3219,0
42,lavasoft ad-aware plus edition,tri synergy,29.99,664,zone labs zonealarm pro,,30.17,train-42-664,0
42,lavasoft ad-aware plus edition,tri synergy,29.99,3211,mcafee personal firewall plus,,39.97,train-42-3211,0
42,lavasoft ad-aware plus edition,tri synergy,29.99,2813,webroot spy sweeper spanish edition ( pc ),,29.99,train-42-2813,0
42,lavasoft ad-aware plus edition,tri synergy,29.99,2922,webroot software window washer,,29.99,train-42-2922,0
43,clip art and more 250 000 ( jewel case ),imsi design,,2066,clipart & more 250000 ( jc ),,9.9,train-43-2066,1
43,clip art and more 250 000 ( jewel case ),imsi design,,385,cosmi print perfect clip art deluxe,,6.99,train-43-385,0
43,clip art and more 250 000 ( jewel case ),imsi design,,1878,clickart 950000 premier image pack ( dvd-rom ),,48.95,train-43-1878,0
43,clip art and more 250 000 ( jewel case ),imsi design,,851,imsi design llc turbocad mac 3d,,204.67,train-43-851,0
43,clip art and more 250 000 ( jewel case ),imsi design,,3110,cross stitch design studio ( jewel case ) ( 8006 ),m-and-r-technologies,9.59,train-43-3110,0
43,clip art and more 250 000 ( jewel case ),imsi design,,1671,avery dennison 5695 cd/dvd design kit - lables jewel case inserts applicator & software,,26.0,train-43-1671,0
43,clip art and more 250 000 ( jewel case ),imsi design,,107,24100 punch ! 5 in 1 home design complete package 1 user cd win,,36.28,train-43-107,0
43,clip art and more 250 000 ( jewel case ),imsi design,,2934,encore software 10466 clickart 1.2 million dvd 2006 by broderbund,,41.97,train-43-2934,0
43,clip art and more 250 000 ( jewel case ),imsi design,,1911,bjmt art explosion photo objects 150000 complete package 1 user dvd mac,,43.22,train-43-1911,0
43,clip art and more 250 000 ( jewel case ),imsi design,,290,nova development corp ideasoft photo clip art 10000,,7.81,train-43-290,0
45,elementary school success deluxe 2006,topics entertainment,49.99,2987,elementary school success deluxe 2006,,12.95,train-45-2987,0
45,elementary school success deluxe 2006,topics entertainment,49.99,2060,elementary school success deluxe 2006,,15.9,train-45-2060,1
45,elementary school success deluxe 2006,topics entertainment,49.99,2862,middle school success deluxe 2008 ( pc/mac ) topics,,49.99,train-45-2862,0
45,elementary school success deluxe 2006,topics entertainment,49.99,780,topics entertainment 80796 topics math success 2007 deluxe for windows educational software pc,,33.97,train-45-780,0
45,elementary school success deluxe 2006,topics entertainment,49.99,2072,topics entertainment reference success deluxe 2006,,22.9,train-45-2072,0
45,elementary school success deluxe 2006,topics entertainment,49.99,3189,math success ( tm ) deluxe 2007,,49.99,train-45-3189,0
45,elementary school success deluxe 2006,topics entertainment,49.99,2076,math success deluxe 2006,,12.9,train-45-2076,0
45,elementary school success deluxe 2006,topics entertainment,49.99,2133,phonics success deluxe 2006,,22.9,train-45-2133,0
45,elementary school success deluxe 2006,topics entertainment,49.99,2869,elementary school space the universe ( pc/mac ) fogware,,9.99,train-45-2869,0
45,elementary school success deluxe 2006,topics entertainment,49.99,548,topics entertainment math success deluxe 2008,,31.06,train-45-548,0
48,national geographic presents : forces of nature,topics entertainment,29.99,2074,national geographic : forces of nature,,12.9,train-48-2074,1
48,national geographic presents : forces of nature,topics entertainment,29.99,2855,national geographic photo gallery topics,,9.95,train-48-2855,0
48,national geographic presents : forces of nature,topics entertainment,29.99,2622,redshift 5 ( national geographic presents ) ( win 98 me 2000 xp ),,39.99,train-48-2622,0
48,national geographic presents : forces of nature,topics entertainment,29.99,2856,fun for kids featuring disney preschool to kindergarten topics,,29.99,train-48-2856,0
48,national geographic presents : forces of nature,topics entertainment,29.99,380,i spy mystery by topics entertainment,,23.99,train-48-380,0
48,national geographic presents : forces of nature,topics entertainment,29.99,2006,topics presents : dinosaurs,,12.9,train-48-2006,0
48,national geographic presents : forces of nature,topics entertainment,29.99,11,ares rising,,29.95,train-48-11,0
48,national geographic presents : forces of nature,topics entertainment,29.99,3064,zoboomafoo animal logic with workbook combo,,9.95,train-48-3064,0
48,national geographic presents : forces of nature,topics entertainment,29.99,2846,scholastic brain play preschool to 1st grade topics,,19.99,train-48-2846,0
48,national geographic presents : forces of nature,topics entertainment,29.99,958,fogware hyb history dvd,,21.99,train-48-958,0
51,mastercook deluxe low carb,valusoft,14.99,2092,mastercook deluxe low carb edition,,17.9,train-51-2092,1
51,mastercook deluxe low carb,valusoft,14.99,509,dvo enterprises inc. cookn deluxe 6.0,,34.99,train-51-509,0
51,mastercook deluxe low carb,valusoft,14.99,2841,print workshop 2007 ( pc ) valusoft,,19.99,train-51-2841,0
51,mastercook deluxe low carb,valusoft,14.99,3215,microsoft ( r ) money 2007 deluxe,,49.99,train-51-3215,0
51,mastercook deluxe low carb,valusoft,14.99,1138,quicken ( r ) 2004 deluxe,,59.99,train-51-1138,0
51,mastercook deluxe low carb,valusoft,14.99,833,individual software anytime organizer deluxe 10,,27.99,train-51-833,0
51,mastercook deluxe low carb,valusoft,14.99,2040,encore software 14111 jeopardy! deluxe,,17.97,train-51-2040,0
51,mastercook deluxe low carb,valusoft,14.99,2303,mp3 maker 12 deluxe : windows,,29.99,train-51-2303,0
51,mastercook deluxe low carb,valusoft,14.99,576,individual software inc small business advantage deluxe,,16.9,train-51-576,0
51,mastercook deluxe low carb,valusoft,14.99,3140,broderbund ultimate print and craft suite,,49.99,train-51-3140,0
52,instant home design ( jewel case ),topics entertainment,9.99,2008,instant home design 3.0,,15.9,train-52-2008,0
52,instant home design ( jewel case ),topics entertainment,9.99,2082,instant home design 1 ( jc ),,12.9,train-52-2082,1
52,instant home design ( jewel case ),topics entertainment,9.99,3110,cross stitch design studio ( jewel case ) ( 8006 ),m-and-r-technologies,9.59,train-52-3110,0
52,instant home design ( jewel case ),topics entertainment,9.99,3108,total 3d home deluxe ( jewel case ) ( jce-th6 ),,9.59,train-52-3108,0
52,instant home design ( jewel case ),topics entertainment,9.99,3044,instant home cooking,,9.95,train-52-3044,0
52,instant home design ( jewel case ),topics entertainment,9.99,313,encore inc 3d home architect home design deluxe version 9,,25.49,train-52-313,0
52,instant home design ( jewel case ),topics entertainment,9.99,621,topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ),,31.06,train-52-621,0
52,instant home design ( jewel case ),topics entertainment,9.99,1671,avery dennison 5695 cd/dvd design kit - lables jewel case inserts applicator & software,,26.0,train-52-1671,0
52,instant home design ( jewel case ),topics entertainment,9.99,3048,instant immersion italian 2.0,topics entertainment,20.99,train-52-3048,0
52,instant home design ( jewel case ),topics entertainment,9.99,2161,instant landscape design 3.0,,17.9,train-52-2161,0
53,boomerang webshop platinum,boomerang,,2084,web shop platinum,,36.9,train-53-2084,1
53,boomerang webshop platinum,boomerang,,1003,elibrium webshop platinum,,77.33,train-53-1003,0
