id_left,title_left,category_left,brand_left,modelno_left,price_left,title_right,category_right,brand_right,modelno_right,price_right,text_src,id_right,text_tgt,candidates,labels
527,3m natural view screen protector for ipad,electronics - general,3m,98-0440-5155-9,45.88,['3m natural view screen protector for ipad 9.7'],['screen protector foils'],['3m'],"[""ipad 9.7 ''""]",[19.99],3m natural view screen protector for ipad. electronics - general. 3m. 98-0440-5155-9. 45.88,[485],"[""3m natural view screen protector for ipad 9.7. screen protector foils. 3m. ipad 9.7 ''. 19.99""]","[""3m natural view screen protector for ipad 9.7. screen protector foils. 3m. ipad 9.7 ''. 19.99"", '3m natural view screen protector for ipod touch 4g. screen protector foils. 3m. ipod touch 4g. 12.74', '3 pack of premium crystal clear screen protectors for apple ipad. screen protectors. generic. nan. 1.84', 'i-tec electronics t6020 anti-glare screen protector for ipad. screen protectors. i-tec. t6020. 14.99', 'private eye privacy screen protector film for apple ipad 2-way protection. screen protectors. xgear. nan. 24.99', 'tuffshield for ipad matte. screen protectors. xtrememac. 02216. 23.35', 'antiglare screen protector for ipad portable audio cellular accessories. batteries. polaroid. pscagapipad. 22.95', 'ultraclear screen protector for ipad portable audio cellular accessories. batteries. polaroid. pscucapipad. 23.74', 'kensington protective back cover for ipad 2 k39354us. touch screen tablet accessories. kensington. k39354us. 16.93', 'ipad 2 anti-fingerprint screen protector. audio video accessories. arclyte technologies inc. .. nan. 14.5']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
528,wintec filemate 4gb swivel usb flash drive black,usb drives,wintec,3fmusb4gwb-r,7.84,['wintec filemate 4 gb swivel usb drive - black'],['usb flash drives'],['wintec'],['3fmusb4gwb-r'],[8.99],wintec filemate 4gb swivel usb flash drive black. usb drives. wintec. 3fmusb4gwb-r. 7.84,[21347],['wintec filemate 4 gb swivel usb drive - black. usb flash drives. wintec. 3fmusb4gwb-r. 8.99'],"['wintec filemate 4 gb swivel usb drive - black. usb flash drives. wintec. 3fmusb4gwb-r. 8.99', 'wintec filemate 16 gb swivel usb drive - black. usb flash drives. wintec. 3fmusb16gwb-r. 42.49', 'wintec filemate 8 gb swivel usb drive - black. usb flash drives. wintec. 3fmusb8gwb-r. 21.99', 'wintec filemate 4 gb swivel usb drive - blue. usb flash drives. wintec. 3fmusb4gwn-r. 8.99', 'wintec filemate 32 gb swivel usb drive - blue. usb flash drives. wintec. 3fmusb32gwn-r. 44.94', 'wintec filemate 8 gb swivel usb drive - blue. usb flash drives. wintec. 3fmusb8gwn-r. 14.99', 'wintec filemate 16 gb swivel usb drive - blue. usb flash drives. wintec. 3fmusb16gwn-r. 26.58', 'wintec filemate 4gb swivel usb 2.0 flash drive. computer accessories. wintec. nan. 9.99', 'wintec filemate color mini 16 gb usb 2.0 flash drive - black. usb flash drives. wintec. 3fmsp01u2bk-16g-r. 25.99', 'wintec filemate color mini 16 gb usb 2.0 flash drive - pink. usb flash drives. wintec. 3fmsp01u2pk-16g-r. 25.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
529,rubbermaid 6-tier jumbo incline sorter plastic clear,stationery & office machinery,rubbermaid,96600ros,19.94,['rubbermaid 96600ros - six-tier jumbo incline sorter plastic 9 3 8 x 10 1 2 x 7 3 8 clear'],['laminating supplies'],['rubbermaid'],[nan],[41.69],rubbermaid 6-tier jumbo incline sorter plastic clear. stationery & office machinery. rubbermaid. 96600ros. 19.94,[17879],['rubbermaid 96600ros - six-tier jumbo incline sorter plastic 9 3 8 x 10 1 2 x 7 3 8 clear. laminating supplies. rubbermaid. nan. 41.69'],"['rubbermaid 96600ros - six-tier jumbo incline sorter plastic 9 3 8 x 10 1 2 x 7 3 8 clear. laminating supplies. rubbermaid. nan. 41.69', 'new-rubbermaid 96050ros - three-pocket file folder organizer plastic 13 x 3 1 2 x 11 1 2 clear - rub96050ros. shredders. rubbermaid. nan. 40.94', 'new-rubbermaid 65976ros - unbreakable three pocket wall file set letter clear - rub65976ros. storage presentation materials. rubbermaid. nan. 33.0', 'rubbermaid 65976ros - unbreakable three pocket wall file set letter clear. blank media. rubbermaid. nan. nan', 'rubbermaid 65974ros - unbreakable three pocket wall file set letter smoke. blank media. rubbermaid. nan. nan', 'rubbermaid 40406ros - techfile plastic magazine file 3 x 9 5 8 x 11 5 8 black. printers. rubbermaid. nan. nan', 'new-rubbermaid 65986 - unbreakable magnetic wall file a4 letter clear - rub65986. laminating supplies. rubbermaid. nan. 29.0', 'new-rubbermaid 16698 - hot file panel and partition hanger set smoke - rub16698. storage presentation materials. rubbermaid. nan. 40.0', 'rubbermaid 25001 - rotary desk organizer with supplies 10 diameter x 13 3 8 black. gps system accessories. rubbermaid. nan. 53.45', 'rubbermaid office solutions adjustable laptop stand 2-port 2.0 usb power outlet hub. monitor arms stands. rubbermaid. nan. 48.75']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
530,tops american pride writing pad jr. legal rule 5x8 white 12 50-sheet pads pack,stationery & office machinery,tops business forms,75101,18.88,['new-tops 75101 - american pride writing pad jr. legal rule 5 x 8 white 12 50-sheet pads pack - top75101'],['storage presentation materials'],['tops'],[nan],[32.47],tops american pride writing pad jr. legal rule 5x8 white 12 50-sheet pads pack. stationery & office machinery. tops business forms. 75101. 18.88,[18531],['new-tops 75101 - american pride writing pad jr. legal rule 5 x 8 white 12 50-sheet pads pack - top75101. storage presentation materials. tops. nan. 32.47'],"['new-tops 75101 - american pride writing pad jr. legal rule 5 x 8 white 12 50-sheet pads pack - top75101. storage presentation materials. tops. nan. 32.47', 'tops 75101 - american pride writing pad jr. legal rule 5 x 8 white 12 50-sheet pads pack. internal hard drives. tops. nan. nan', 'tops 75140 - american pride writing pad lgl rule 8-1 2 x 11-3 4 white 50-sheet 12 pack. internal hard drives. tops. nan. 54.38', 'tops 7533 - paper pads legal rule letter size white 50 sheet pads dozen. storage presentation materials. tops. nan. 32.77', 'new-tops 71533 - the legal pad plus ruled perforated pads 8 12 x 11 3 4 white 12 pack - top71533. storage presentation materials. tops. nan. 54.12', 'tops 63020 - prism plus colored jr. legal pads 5 x 8 blue 50-sheet pads 12 pack. storage presentation materials. tops. nan. nan', 'new-tops 71501 - the legal pad plus ruled perforated pads 5 x 8 canary 12 pack - top71501. storage presentation materials. tops. nan. 38.63', 'new-tops 63020 - prism plus colored jr. legal pads 5 x 8 blue 50-sheet pads 12 pack - top63020. storage presentation materials. tops. nan. 35.29', 'new-tops 71572 - the legal pad plus ruled perforated pads 8 12 x 14 canary 12 pack - top71572. storage presentation materials. tops. nan. 63.85', 'new-tops 63040 - prism plus colored jr. legal pads 5 x 8 orchid 50-sheet pads 12 pack - top63040. storage presentation materials. tops. nan. 35.29']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
531,wireless mobile mouse 6000 bluetrack red,mice,microsoft,mhc-00019,29.88,['microsoft wireless mobile mouse 6000 - red'],['keyboard mouse combos'],['microsoft'],['mhc-00019'],[26.13],wireless mobile mouse 6000 bluetrack red. mice. microsoft. mhc-00019. 29.88,[19817],['microsoft wireless mobile mouse 6000 - red. keyboard mouse combos. microsoft. mhc-00019. 26.13'],"['microsoft wireless mobile mouse 6000 - red. keyboard mouse combos. microsoft. mhc-00019. 26.13', 'microsoft wireless mobile mouse 6000 - black. mice. microsoft. mhc-00001. 26.82', 'microsoft wireless mobile mouse 3000 - red. mice. microsoft. 6ba-00024. 11.95', 'microsoft wireless mobile mouse 6000 - purple. mice. microsoft. mhc-00023. 20.95', 'microsoft bluetooth notebook mouse 5000 mac windows. mice. microsoft. 69r-00001. 33.99', 'microsoft wireless mobile mouse 6000 - white. keyboard mouse combos. microsoft. mhc-00020. 17.5', 'microsoft wireless mobile mouse 3500 - sea blue. mice. microsoft. gmf-00014. 21.99', 'microsoft wireless mobile mouse 3000 - black. mice. microsoft. 6ba-00002. 13.44', 'microsoft wireless mobile mouse 3500 - poppy red. mice. microsoft. gmf-00013. 19.99', 'microsoft bluetooth notebook mouse 5000 mac. mice. microsoft. 69r-00001. 65.63']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
537,logitech ultimate ears 700 earphones,electronics - general,logitech,985-000172,228.0,['logitech ultimate ears 700 noise-isolating earphones - dark silver'],['headphones'],['ultimate ears'],['985-000172'],[141.99],logitech ultimate ears 700 earphones. electronics - general. logitech. 985-000172. 228.0,[790],['logitech ultimate ears 700 noise-isolating earphones - dark silver. headphones. ultimate ears. 985-000172. 141.99'],"['logitech ultimate ears 700 noise-isolating earphones - dark silver. headphones. ultimate ears. 985-000172. 141.99', 'logitech ultimate ears 600 noise-isolating earphones - dark silver. headphones. ultimate ears. 985-000118. 99.99', 'logitech ultimate ears 500 noise-isolating earphones - dark silver. headphones. ultimate ears. 985-000080. 63.88', 'logitech ultimate ears 500vi noise-isolating headset - dark silver. accessories supplies. ultimate ears. 985-000084. 79.95', 'ultimate ears 200 noise-isolating earphones blue. headphones. ultimate ears. 985-000279. 29.95', 'ultimate ears 100 noise-isolating earphones - black green. headphones. ultimate ears. 985-000185. 19.99', 'ultimate ears 200vi noise-isolating headset blue. accessories supplies. ultimate ears. 985-000283. 37.67', 'ultimate ears 100 noise-isolating earphones - blue stage blue white. headphones. ultimate ears. 985-000250. 19.99', 'ultimate ears 100 noise-isolating earphones - robot blue. headphones. ultimate ears. 985-000149. 19.99', 'ultimate ears metrofi 170 noise-isolating earphones. headphones. ultimate ears. ip-p1ssb0017-02. nan']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
539,siig ce-mt0b12-s1 satellite speaker mounts in pair,furniture,siig,ce-mt0b12-s1,20.88,['satellite speaker mounts-1pair'],['car audio video'],['siig'],['ce-mt0b12-s1'],[20.64],siig ce-mt0b12-s1 satellite speaker mounts in pair. furniture. siig. ce-mt0b12-s1. 20.88,[11542],['satellite speaker mounts-1pair. car audio video. siig. ce-mt0b12-s1. 20.64'],"['satellite speaker mounts-1pair. car audio video. siig. ce-mt0b12-s1. 20.64', 'satellite speaker mounts - 5.1. car audio video. siig. ce-mt0c12-s1. 31.41', 'omnimount 20.0 stainless steel speaker mount white. speaker mounts. omnimount. 20.0 ceiling - white. 27.72', 'nexus home theater range speaker ceiling wall mounts. speaker mounts. orbital. nan. 11.89', 'premier mounts pspk-2w universal speaker mount for walls and ceilings white. speaker mounts. premier mounts. pspk-2w. 11.38', 'videosecu 5 black deluxe universal speaker mount brackets for walls and ceilings 1xz. speaker mounts. videosecu. ms20b5. 14.87', 'surround sound speaker mounts. speaker mounts. eco-mount by avf. nan. 13.99', 'avf sp005 surround sound speaker mounts - 2 pieces 1 pair black. speaker mounts. avf. sp005. 13.22', '4port vga and audio switch with ir. faceplates. siig. ce-vg0h11-s1. 50.58', '4port composite s-video and audio switch. faceplates. siig. ce-cm0211-s1. 29.04']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
541,igo bn00281-0002 dual usb wall auto charger,mp3 accessories,igo,bn00281-0002,36.16,['dual usb wall auto charger-micr mini usb-includes igo tip a32 a97'],['chargers'],['igo'],['bn00281-0002'],[25.22],igo bn00281-0002 dual usb wall auto charger. mp3 accessories. igo. bn00281-0002. 36.16,[9189],['dual usb wall auto charger-micr mini usb-includes igo tip a32 a97. chargers. igo. bn00281-0002. 25.22'],"['igo bn00279-0001 dual usb auto charger for ipod and iphone. chargers. igo. bn00279-0001. 8.0', 'igo bn00279-0002 dual usb auto charger for micro and mini devices. car chargers. igo. bn00279-0002. 8.99', 'dual usb wall auto charger-ipod iphone-includes igo tip a133. mp3 player accessories. igo. bn00281-0001. 22.94', 'igo bn00280-0001 dual usb wall charger for apple ipod and iphone. chargers. igo. bn00280-0001. 15.61', 'dual usb wall auto charger-micr mini usb-includes igo tip a32 a97. chargers. igo. bn00281-0002. 25.22', 'igo auto universal auto dc charger. wall chargers. think outside. ps00227-0005. 4.19', 'igo dl usb auto charger-sam lg includes igo tip a92 a129. batteries. igo. bn00279-0003. 14.59', 'igo ps00273-0001 charge anywhere universal power extender black. chargers. igo. ps00273-0001. 30.89', '2 port usb car cigarette lighter adapter dual plug for ipod mp3 players charger - color white. chargers. kingsmart. nan. 3.36', 'igo dl usb wall charger-sam lg includes igo tip a92 a129. batteries. igo. bn00280-0003. 12.99']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
542,epson t078320 claria hi-definition magenta ink cartridge for epson stylus photo printers,printers,epson,t078320,16.84,['epson 78 magenta ink cartridge t078320'],['inkjet printer ink'],['epson'],['t078320'],[8.46],epson t078320 claria hi-definition magenta ink cartridge for epson stylus photo printers. printers. epson. t078320. 16.84,[13159],['epson 78 magenta ink cartridge t078320. inkjet printer ink. epson. t078320. 8.46'],"['epson 78 magenta ink cartridge t078320. inkjet printer ink. epson. t078320. 8.46', 'epson claria hi-def color ink multi pack w 5 cartridges t078920. inkjet printer ink. epson. t078920. 44.99', 'epson t032320 magenta ink cartridge. inkjet printer ink. epson. t032320. 7.99', 'epson 78 light magenta ink cartridge t078620. inkjet printer ink. epson. t978620. 11.71', 'genuine new epson t078120 claria hi-definition black ink cartridge. inkjet printer ink. epson. nan. 13.71', 'ld remanufactured replacement for epson t032320 t0323 magenta pigment based ink cartridges for the stylus c70 c80. inkjet printer ink. 4inkjets. nan. 5.99', 'epson t044320 magenta ink cartridge. inkjet printer ink. epson. t0443. 11.99', 'epson t042320 magenta ink cartridge. inkjet printer ink. epson. t042320. 11.2', 'epson t048320 magenta ink cartridge rx500 and r300 printers. inkjet printer ink. epson. t048320. 9.99', 'epson durabrite ultra ink cartridges magenta t044320. inkjet printer ink. epson. t044320. 11.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
545,roocase multi-angle leather case for lg g-slate 8.9-inch 4g tablet,electronics - general,roocase,222052,35.99,"['roocase ultra slim red leather case cover with stand for lg g-slate 8.9-inch 4g android tablet wi-fi 4g', 'roocase multi-angle red leather folio case cover for lg g-slate 8.9-inch 4g android tablet wi-fi 4g']","['cases sleeves', 'cases sleeves']","['roocase', 'roocase']","[nan, nan]","[32.93, 29.93]",roocase multi-angle leather case for lg g-slate 8.9-inch 4g tablet. electronics - general. roocase. 222052. 35.99,"[7624, 7622]","['roocase ultra slim red leather case cover with stand for lg g-slate 8.9-inch 4g android tablet wi-fi 4g. cases sleeves. roocase. nan. 32.93', 'roocase multi-angle red leather folio case cover for lg g-slate 8.9-inch 4g android tablet wi-fi 4g. cases sleeves. roocase. nan. 29.93']","['roocase multi-angle red leather folio case cover for lg g-slate 8.9-inch 4g android tablet wi-fi 4g. cases sleeves. roocase. nan. 29.93', 'roocase multi-angle magenta leather folio case cover for lg g-slate 8.9-inch 4g android tablet wi-fi 4g. cases sleeves. roocase. nan. 29.93', 'roocase ultra slim black leather case cover with stand for lg g-slate 8.9-inch 4g android tablet wi-fi 4g. cases sleeves. roocase. nan. 32.93', 'roocase ultra slim red leather case cover with stand for lg g-slate 8.9-inch 4g android tablet wi-fi 4g. cases sleeves. roocase. nan. 32.93', 'roocase executive portfolio black leather case cover with landscape portrait view for lg g-slate 8.9-inch 4g android tablet wi-fi 4g. cases sleeves. roocase. nan. 43.64', 'roocase ultra slim magenta leather case cover with stand for lg g-slate 8.9-inch 4g android tablet wi-fi 4g. cases sleeves. roocase. nan. 32.93', 'roocase multi-angle black leather folio case cover for viewsonic gtablet 10.1-inch android tablet wi-fi. cases sleeves. roocase. nan. 24.95', 'roocase multi-angle black leather folio case cover for samsung galaxy tab 10.1 wi-fi not compatible with verizon 4g lte. cases sleeves. roocase. nan. 25.0', 'roocase multi-angle black leather folio case cover for asus eee pad transformer 10.1-inch tf101 android tablet wi-fi. cases sleeves. roocase. nan. 24.98', 'roocase slim-fit black folio case cover with multi adjustable viewing angles for samsung galaxy tab 10.1 wi-fi not compatible with verizon 4g lte. cases sleeves. roocase. nan. 26.98']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
547,verbatim 96438 2gb store n go usb 2.0 flash drive,usb drives,verbatim,96438,14.84,['verbatim store n go 2 gb usb 2.0 flash drive 96438 metallic pink'],['usb flash drives'],['verbatim'],['96438'],[9.99],verbatim 96438 2gb store n go usb 2.0 flash drive. usb drives. verbatim. 96438. 14.84,[9295],['verbatim store n go 2 gb usb 2.0 flash drive 96438 metallic pink. usb flash drives. verbatim. 96438. 9.99'],"['verbatim 96317 store n go usb flash drive 16 gb computer media usb storage media drives. media storage organization. verbatim. nan. 29.93', 'verbatim store n go 4 gb usb 2.0 flash drive 95236 red. usb flash drives. verbatim. 95236. 7.99', 'verbatim store n go netbook 8 gb usb 2.0 flash drive 97463 black. usb flash drives. verbatim. 97463. 18.29', 'verbatim store n go 16 gb usb 2.0 flash drive 96317 red. usb flash drives. verbatim. 96317. 22.99', 'verbatim store n go 2 gb usb 2.0 flash drive 95183 red. usb flash drives. verbatim. 95183. 10.39', 'verbatim store n go 32 gb usb 2.0 flash drive 96806 red. usb flash drives. verbatim. 96806. 44.1', 'verbatim store n go 2 gb usb 2.0 flash drive 96438 metallic pink. usb flash drives. verbatim. 96438. 9.99', 'verbatim store n go netbook 16 gb usb 2.0 flash drive 97464 black. usb flash drives. verbatim. 97464. 26.76', 'verbatim 96317 - store n go usb flash drive 16gb. printer accessories. verbatim. nan. 49.6', 'verbatim store n go 8 gb usb 2.0 flash drive 95507 red. usb flash drives. verbatim. 95507. 12.99']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
550,clover ccm636 ultra-mini color camera,garden - general,clover electronics,ccm636,87.84,['new-clover ccm636 ultra-mini color camera - cloccm636'],['home security systems'],['clover'],[nan],[87.5],clover ccm636 ultra-mini color camera. garden - general. clover electronics. ccm636. 87.84,[19539],['new-clover ccm636 ultra-mini color camera - cloccm636. home security systems. clover. nan. 87.5'],"['new-clover ccm636 ultra-mini color camera - cloccm636. home security systems. clover. nan. 87.5', 'clover electronics ccm636 ultra miniature color camera with cone pinhole lens - small black. hidden cameras. clover. ccm-636. 65.93', 'clover electronics hdc365 high-resolution mini color dome camera - small white. dome cameras. clover. hdc365. 153.83', 'clover electronics hdc500 super high-resolution indoor outdoor et security camera with 180 degree coverage - small dark grey. lighting. clover. hdc500. 178.58', 'clover cmos black white dome camera. dome cameras. clover. db351cm. 27.84', 'clover electronics rd3354 indoor outdoor night vision color camera with audio - small - 4 pack grey. surveillance cameras. clover. rd3354. 264.54', 'clover 20-inch lcd monitor w built in 16-channel dvr. surveillance cameras. clover. lcd2084. 1389.98', 'clover electronics ir045 night vision ir lights with 60-feet range - small black. surveillance cameras. clover. ir045. 43.24', 'clover electronics bun0888 h. 264 dvr bundle with 8 cameras. surveillance cameras. clover. bun0888. 580.41', 'clover electronics cdr0880 professional grade 8-channel dvr. surveillance cameras. clover. cdr0880. 266.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
558,magnavox mdv3000 f7 dvd player w hdmi,dvd players,magnavox,mdv3000/f7,37.54,['magnavox mdv3000 f7 up conversion dvd player black'],['upconverting dvd players'],['magnavox'],['mdv3000/f7'],[37.54],magnavox mdv3000 f7 dvd player w hdmi. dvd players. magnavox. mdv3000/f7. 37.54,[5883],['magnavox mdv3000 f7 up conversion dvd player black. upconverting dvd players. magnavox. mdv3000/f7. 37.54'],"['magnavox mdv3000 f7 up conversion dvd player black. upconverting dvd players. magnavox. mdv3000/f7. 37.54', 'magnavox mdr513h f7 hdd and dvd recorder with digital tuner black. dvd recorders. magnavox. mdr513h/f7. 259.99', 'magnavox mdr513h f7 hdd and dvd recorder with digital tuner - refurbished. disc players recorders. magnavox. nan. 150.53', 'magnavox hdmi dvd player w hdmi cable. disc players recorders. magnavox. dp170ms8. nan', 'magnavox dvd recorder vcr combo hdmi 1080p up-conversion no tuner manufacturer refurbished. dvd-vcr combos. funai. zv427mg9. 81.34', 'magnavox dv220mw9 dvd player vcr combo. dvd-vcr combos. magnavox. dv220mw9. 78.95', 'philips hts3371d f7 dvd home theater with 1080p hdmi upconversion. dvd home theater. philips. hts3371d.f7. 144.0', 'magnasonic mag-mdvd500 portable cd dvd player boombox with 7 widescreen lcd am fm radio karaoke function mp3 wma mpeg4 playback. boomboxes. magnasonic. mag-mdvd500. nan', 'magnavox blu-ray disc dvd player w built-in wireless lan. blu-ray disc players. magnavox. mbp5120f. 117.82', 'boss bv7330 in - dash dvd mp3 cd am fm receiver. dvd players. boss. bv7330. 100.97']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
559,da-lite deluxe hinged screen joining clamp for fast fold screens,electronics - general,da-lite,89518,31.99,['da-lite portable rental screen deluxe hinge joining clamp'],['lamps'],['da-lite'],[nan],[31.99],da-lite deluxe hinged screen joining clamp for fast fold screens. electronics - general. da-lite. 89518. 31.99,[20713],['da-lite portable rental screen deluxe hinge joining clamp. lamps. da-lite. nan. 31.99'],"['da-lite portable rental screen deluxe hinge joining clamp. lamps. da-lite. nan. 31.99', 'hinged screen joining clamp. lamps. da-lite. nan. 30.99', 'da-lite fast-fold deluxe screen system - projection screen - 4 3 - da-mat. projection screens. da-lite. nan. 529.25', 'da-lite fast-fold deluxe screen system - projection screen - 16 9 - da-mat. projection screens. da-lite. nan. 754.85', 'da-lite portable rental deluxe screen skirt adapter clamp. lamps. da-lite. nan. 6.99', 'for f hook clamp for delux accessory. lamps. da-lite. 89767. 21.99', 'deluxe anti-sway brace for fast fold deluxe screens. projection screens. da-lite. nan. 132.99', 'da-lite fast-fold deluxe screen system - projection screen - 1 1 - dual vision. video projector accessories. da-lite. nan. nan', 'da-lite portable deluxe screen add-on a brace. projection screens. da-lite. nan. 189.99', 'deluxe speedy crank. projection screens. da-lite. nan. 4.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
561,da-lite da-plex self trimming rear projection screen - 96 x 120 av format,electronics - general,da-lite,27903,7799.99,['da-lite 27903 da-plex self trimming rear projection screen - 96 x 120 av format'],['projection screens'],['da-lite'],[nan],[nan],da-lite da-plex self trimming rear projection screen - 96 x 120 av format. electronics - general. da-lite. 27903. 7799.99,[18152],['da-lite 27903 da-plex self trimming rear projection screen - 96 x 120 av format. projection screens. da-lite. nan. nan'],"['da-lite 27903 da-plex self trimming rear projection screen - 96 x 120 av format. projection screens. da-lite. nan. nan', 'da-lite 27578 da-plex self trimming rear projection screen - 96 x 96 av format. projection screens. da-lite. nan. nan', 'da-lite da-plex self trimming rear projection screen - 94 1 2 x 168 hdtv format. projection screens. da-lite. 27151. 9233.33', 'da-plex standard rear projection screen - 96 x 96 av format. projection screens. da-lite. nan. 5912.99', 'da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format. projection screens. da-lite. 23077. 9258.99', 'da-lite 27673 da-glas self trimming rear projection screen - 96 x 96 av format. projection screens. da-lite. nan. nan', 'da-glas self trimming rear projection screen - 70 x 70 av format. projection screens. da-lite. nan. 3127.99', 'da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format. projection screens. da-lite. 27149. 7864.0', 'da-lite da-plex deluxe rear projection screen - 94 1 2 x 168 hdtv format. projection screens. da-lite. 27150. 9255.17', 'da-lite da-plex thru-the-wall rear projection screen - 72 x 96 video format. projection screens. da-lite. 23049. 10252.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
563,bic wite-out shake n squeeze correction pen white 4-pack,stationery & office machinery,bic,wosqpp418-whi,8.39,['bic wosqpp418 - wite-out shake n squeeze correction pen 8 ml white 4 pack'],['hard drive bags'],['bic'],[nan],[28.36],bic wite-out shake n squeeze correction pen white 4-pack. stationery & office machinery. bic. wosqpp418-whi. 8.39,[18915],['bic wosqpp418 - wite-out shake n squeeze correction pen 8 ml white 4 pack. hard drive bags. bic. nan. 28.36'],"['bic wosqpp418 - wite-out shake n squeeze correction pen 8 ml white 4 pack. hard drive bags. bic. nan. 28.36', 'new-bic wotapp418 - wite-out ez correct correction tape non-refillable 1 6 x 400 4 pack - bicwotapp418. shredders. bic. nan. 27.29', 'bic wotapp21 - wite-out ez correct correction tape non-refillable 1 6 x 472 2 pack. storage presentation materials. bic. nan. 24.29', 'bic wofqd324 - wite-out quick dry correction fluid 20 ml bottle white 3 pack. printers. bic. nan. 23.02', 'new-bic wofqd12we - wite-out quick dry correction fluid 20 ml bottle white 12 pack - bicwofqd12we. shredders. bic. nan. 32.0', 'bic woelp21 - wite-out exact liner correction tape pen 1 5 x 236 2 pack. storage presentation materials. bic. nan. 25.06', 'bic woelp11 - wite-out exact liner correction tape pen non-refillable 1 5 x 236. computers accessories. bic. nan. 22.26', 'bic wofec324 - wite-out extra coverage correction fluid 20 ml bottle white 3 pack. hard drive bags. bic. nan. 15.48', 'bic wofqd12we - wite-out quick dry correction fluid 20 ml bottle white 12 pack. antitheft. bic. nan. nan', 'bic wotap1sgk - wite-out ez correct correction tape 1 6 x 472 pink ribbon dispenser. computers accessories. bic. nan. 21.73']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
575,garmin foretrex 401 portable gps system,fish finder,garmin,010-00777-00,174.88,['new garmin 010-00777-00 foretrex 401 portable gps system gps'],['printers'],['garmin'],[nan],[223.2],garmin foretrex 401 portable gps system. fish finder. garmin. 010-00777-00. 174.88,[1128],['new garmin 010-00777-00 foretrex 401 portable gps system gps. printers. garmin. nan. 223.2'],"['new garmin 010-00777-00 foretrex 401 portable gps system gps. printers. garmin. nan. 223.2', 'garmin foretrex 401 waterproof hiking gps. hiking gps units. garmin. 010-00777-00. 165.58', 'garmin fishfinder 140 with 4.7-inch display and dual-beam transducer. accessories supplies. garmin. 010-00460-00. 92.96', 'garmin n vi 1300 4.3-inch widescreen portable gps navigator. portable vehicle gps. garmin. 010-00782-40. 99.99', 'garmin n vi 1450 5-inch portable gps navigator. portable vehicle gps. garmin. 010-00810-20. 133.47', 'garmin oregon 450t handheld gps navigator. handheld gps. garmin. 010-00697-41. 399.86', 'garmin fishfinder 160c. audio video accessories. garmin. 010-00403-00. 155.85', 'garmin gpsmap 76cx handheld gps. handheld gps. garmin. 010-00468-00. 184.88', 'garmin etrex vista h handheld gps navigator. hiking gps units. garmin. 010-00780-00. 135.0', 'garmin n vi 1350 series 4.3-inch widescreen portable gps navigator. portable vehicle gps. garmin. 010-00782-20. 132.57']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
577,da-lite tilt lock single pair or container of 12 pairs,electronics - general,da-lite,40964,66.19,"['tilt lock single pair or container of 12 pairs package one tilt lock', 'tilt lock single pair or container of 12 pairs package container of 24 tilt locks']","['projection screens', 'projection screens']","['da-lite', 'da-lite']","[nan, nan]","[4.99, 66.19]",da-lite tilt lock single pair or container of 12 pairs. electronics - general. da-lite. 40964. 66.19,"[21736, 19367]","['tilt lock single pair or container of 12 pairs package one tilt lock. projection screens. da-lite. nan. 4.99', 'tilt lock single pair or container of 12 pairs package container of 24 tilt locks. projection screens. da-lite. nan. 66.19']","['tilt lock single pair or container of 12 pairs package container of 24 tilt locks. projection screens. da-lite. nan. 66.19', 'tilt lock single pair or container of 12 pairs package one tilt lock. projection screens. da-lite. nan. 4.99', 't-bar clips single pair or container of 12 pairs color black package one pair of clips. projection screens. da-lite. nan. 9.99', 'mounting kit - steel - black - adjustable height adjustable safety belt tilt. video projector accessories. da-lite. 6053. 111.99', 'hinged screen joining clamp. lamps. da-lite. nan. 30.99', 'da-lite advance lock kit tvm-lk - anti theft lock. accessories supplies. da-lite. lock kit tvm-lk. 20.0', 'multi-channel infrared remote control. projection screens. da-lite. nan. 499.44', 'da-lite floating mounting bracket for projection screen. remote controls. da-lite. nan. 79.99', 'da-lite - carrying case. projection screens. da-lite. nan. 34.58', 'da-lite mounting brackets model no. 23 - wall mount bracket - 2 pack 40933. tv mounts. da-lite screen. 40933. 28.12']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
